Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
3665 Prescott Ave,93619,May-20,"535,000",5,3,"2,681",TRUE,-1,2021
2290 Deauville Cir,93619,May-20,"444,500",4,3,"2,331",TRUE,"10,018",18
1383 Joy Dr,93619,May-20,"262,500",3,2.5,"1,212",TRUE,"2,051",3
1041 Fedora Ave,93612,May-20,"230,000",2,1.75,"1,120",TRUE,"5,000",27
2781 Holland Ave,93611,May-20,"378,000",4,2,"2,046",TRUE,"9,073",16
2929 Pierce Dr,93612,May-20,"250,000",3,2,"1,404",TRUE,"7,348",50
1383 Joy Dr,93619,May-20,"262,500",3,2.5,"1,212",TRUE,"2,051",3
8566 E Shaw Ave,93619,May-20,"500,000",5,3,"3,050",TRUE,2.31 a,48
1724 4th St,93611,May-20,-1,2,1,988,TRUE,"6,621",70
3665 Judy Ave,93612,May-20,"248,000",3,2,"1,380",TRUE,"5,349",26
10699 E Landmark Way,93619,May-20,"635,000",5,4,"4,083",TRUE,0.26 a,14
570 W Escalon Ave,93612,May-20,-1,10,10,"4,401",TRUE,0.28 a,35
1016 La Canada Ave,93619,May-20,"451,000",4,3,"2,835",TRUE,"6,500",0
53 W Everglade Ave,93619,May-20,"435,000",3,4,"2,721",TRUE,"6,181",16
1929 Minarets Ln,93611,May-20,"300,500",3,2.5,"1,460",TRUE,-1,2021
1715 N Connery Ln,93619,May-20,"352,000",3,2,"1,804",TRUE,"5,227",9
3315 Del Dios Ave,93619,May-20,"310,000",3,2,"1,308",TRUE,-1,2021
3473 Lansing Ave,93619,May-20,-1,3,2.25,"1,580",TRUE,"4,486",4
212 W Tenaya Ave,93612,May-20,"324,000",3,2,"1,776",TRUE,0.28 a,38
956 Lindsay Ln,93619,May-20,"350,000",4,2,"1,841",TRUE,-1,2021
3568 Sussex Ave,93619,May-20,"329,000",3,2,"1,504",TRUE,"4,743",5
2813 Carolina Ave,93611,May-20,-1,4,3,"2,978",TRUE,0.28 a,26
853 W National Ave,93612,May-20,"251,000",3,1.5,"1,100",TRUE,"6,529",50
7662 N Leonard Ave,93619,May-20,"650,000",4,4,"2,963",TRUE,2.39 a,45
1625 N Locan Ave,93619,May-20,"51,000",3,2.25,"2,425",TRUE,4.85 a,44
1653 N Locan Ave,93619,May-20,-1,3,2,"2,625",TRUE,5.00 a,47
1478 Wrenwood Ave,93611,May-20,"284,000",3,1.75,"1,307",TRUE,"6,869",46
3748 Euphoria Pl,93619,May-20,"255,000",3,2.5,"1,212",TRUE,"2,051",3
777 W Indianapolis Ave,93612,May-20,"260,000",3,2,"1,100",TRUE,"9,550",51
2044 Coventry Ave,93611,May-20,"256,000",3,2,"1,205",TRUE,"5,488",16
1295 N Twinberry Ave,93619,May-20,"555,000",4,3,"2,298",TRUE,"9,591",3
1463 Joy Dr,93619,May-20,"263,000",3,2.5,"1,205",TRUE,"2,051",3
683 N Homsy Ave,93611,May-20,"325,000",3,2,"1,800",TRUE,"7,884",25
2115 San Jose Ave,93611,May-20,"355,000",3,2.5,"1,950",TRUE,"10,118",34
3234 Keats Ave,93619,May-20,"425,000",4,3,"2,534",TRUE,"6,969",10
2859 Fine Ave,93612,May-20,"262,000",3,2,"1,404",TRUE,"6,538",52
2117 Buckingham Ave,93611,May-20,"410,000",3,3.25,"2,535",TRUE,"8,929",2021
2138 El Paso Ave,93611,May-20,"616,000",5,3,"3,537",TRUE,"9,239",6
1587 Jordan Ave,93611,May-20,"685,000",5,3,"2,810",TRUE,"8,367",2021
1679 Glen Oban Ln,93619,May-20,"280,000",3,1.75,"1,271",TRUE,"5,124",15
3296 Ashcroft Ave,93619,May-20,"490,000",4,3,"2,806",TRUE,"9,273",7
1584 5th St,93611,May-20,-1,3,1.75,"1,192",TRUE,"7,492",50
1945 N Jasmine Ave,93619,ay-20,-1,4,4,"3,498",TRUE,0.27 a,17
1575 El Paso Ave,93611,ay-20,"305,000",3,2,"1,519",TRUE,"6,398",28
158 W Vermont Ave,93619,ay-20,"457,000",5,2,"2,104",TRUE,"9,000",19
158 W Indianapolis Ave,93612,ay-20,"245,000",3,1.75,"1,268",TRUE,"6,359",48
442 Whittier Ave,93611,ay-20,-1,3,1.75,"1,615",TRUE,"7,797",43
1765 Dewitt Ave,93612,ay-20,"260,000",3,2,"1,425",TRUE,"8,799",36
601 N Adler Ave,93611,ay-20,"402,500",4,3,"1,978",TRUE,0.32 a,26
3944 Heritage Ave,93619,ay-20,"280,000",3,2,"1,270",TRUE,"3,201",11
2717 Calimyrna Ave,93611,ay-20,"390,000",3,2,"2,287",TRUE,0.28 a,16
2881 Indianapolis Ave,93611,ay-20,"640,000",5,3,"3,431",TRUE,0.32 a,15
935 Acacia Ave,93612,ay-20,-1,3,2,"1,215",TRUE,"7,492",25
338 N Filbert Ave,93611,ay-20,"344,000",3,2,"1,618",TRUE,"7,501",25
263 Cromwell Ave,93611,ay-20,"71,500",4,2,"1,996",TRUE,0.30 a,25
2120 Alluvial Ave,93611,ay-20,"400,000",3,1.75,"1,512",TRUE,1.45 a,59
836 Robinson Ave,93612,ay-20,"240,000",3,1.75,"1,480",TRUE,"5,009",26
4034 N Sunnyside Ave,93727,ay-20,"210,000",2,1,"1,008",TRUE,"7,500",59
2147 La Vona Ave,93619,ay-20,"330,000",2,2,"1,450",TRUE,"3,898",2
3027 Portals Ave,93619,ay-20,"519,000",5,4,"3,330",TRUE,0.33 a,6
361 W Gibson Ave,93612,ay-20,"472,000",4,2,"3,092",TRUE,0.25 a,15
3317 San Gabriel Ave,93619,ay-20,"395,000",4,2.25,"2,119",TRUE,"9,626",14
3643 Utah Ln,93619,ay-20,"295,000",3,2,"1,280",TRUE,"3,497",14
3640 Descanso Ave,93619,ay-20,-1,4,2,"2,144",TRUE,"6,534",2
67 Burgan Ave,93611,ay-20,-1,4,1.75,"2,336",TRUE,"7,579",42
136 Dennis Dr,93612,ay-20,-1,3,1.75,"1,008",TRUE,"6,490",60
1606 Shirley Ave,93611,ay-20,"230,000",3,1.75,"1,427",TRUE,"6,708",47
1405 Chennault Ave,93611,ay-20,"300,000",3,2,"1,690",TRUE,"8,293",28
3822 Alamos Ave,93619,ay-20,"347,500",3,2,"1,766",TRUE,"5,222",4
175 Heritage Ave,93619,ay-20,"725,000",4,3,"3,154",TRUE,0.27 a,17
1723 Norwich Ave,93611,ay-20,"97,500",3,1.75,"1,529",TRUE,"8,058",40
162 N Amber Ave,93611,ay-20,"358,000",4,3,"2,302",TRUE,"6,799",31
28732 Pittman Hill Rd,93619,ay-20,"335,000",2,2,"1,750",TRUE,-1,2021
8652 E Shaw Ave,93619,ay-20,-1,4,3,"2,362",TRUE,-1,2021
3580 Buckingham Ave,93619,ay-20,"344,000",3,3,"1,833",TRUE,-1,2021
4042 Flint Ave,93619,ay-20,"495,000",4,3,"2,378",TRUE,-1,2021
4139 Trenton Ave,93619,ay-20,"560,000",4,3,"2,586",TRUE,-1,2021
3115 Keats Ave,93619,Apr-20,"425,000",4,3,"2,223",TRUE,"7,008",7
1915 El Paso Ave,93611,Apr-20,"465,000",4,3,"2,134",TRUE,0.26 a,19
12456 E Sierra Ave,93619,Apr-20,"715,000",4,3,"2,310",TRUE,4.77 a,44
2277 Goshen Ave,93611,Apr-20,"498,000",5,3,"3,091",TRUE,"7,405",25
1025 Aqua Dulce,93619,Apr-20,"412,500",4,3,"2,300",TRUE,"7,187",2021
772 Hanson Ave,93611,Apr-20,"315,000",3,2,"1,620",TRUE,"5,998",23
1015 Aqua Dulce,93619,Apr-20,"419,000",4,3,"2,300",TRUE,"7,187",2021
1698 Beverly Ave,93611,Apr-20,"220,000",3,2,"1,453",TRUE,"6,481",44
2113 Soledad Ave,93619,Apr-20,"485,500",4,2.75,"2,456",TRUE,"5,183",4
3853 Alamos Ave,93619,Apr-20,"355,000",3,2,"1,766",TRUE,"6,655",4
2151 Serena Ave,93619,Apr-20,"530,000",4,3,"3,715",TRUE,"8,542",16
1963 Menlo Ave,93611,Apr-20,-1,3,2,"1,677",TRUE,"6,198",24
2642 Renn Ave,93611,Apr-20,"307,500",3,1.75,"1,501",TRUE,"7,209",43
4515 N Emerald Peak Dr,93619,Apr-20,"472,000",4,3,"2,995",TRUE,"8,123",16
635 W Lexington Ave,93619,Apr-20,"610,000",3,3,"3,494",TRUE,0.29 a,18
602 W Palo Alto Ave,93612,Apr-20,"364,000",4,2,"1,840",TRUE,0.32 a,16
2917 Norwich Ave,93611,Apr-20,"318,000",3,2.5,"1,890",TRUE,"4,769",15
2336 Amanecer Ave,93619,Apr-20,"362,500",3,1.75,"1,899",TRUE,"4,965",3
20228 Nicholas Rd,93619,Apr-20,-1,3,1.75,"2,410",TRUE,4.63 a,33
7496 E Bullard Ave,93611,Apr-20,"301,000",3,1.75,"1,404",TRUE,1.08 a,55
1083 N Coventry Ave,93611,Apr-20,"455,000",4,2,"2,290",TRUE,"10,700",17
1850 N Hornet Ave,93619,Apr-20,"560,000",4,3,"2,600",TRUE,0.25 a,15
2920 Norwich Ave,93611,Apr-20,"345,000",3,2.5,"1,998",TRUE,"4,752",15
3082 Robinwood Ave,93619,Apr-20,"435,000",3,3,"2,257",TRUE,"8,163",6
127 N Oxford Ave,93612,Apr-20,"439,500",3,2,"2,019",TRUE,"6,599",3
1134 N Orangewood Ave,93611,Apr-20,"710,000",5,3.5,"3,489",TRUE,"10,558",19
3548 Integrity Way,93619,Apr-20,"265,000",3,1,-1,TRUE,"2,178",5
3097 Roche Ln,93619,Apr-20,"279,000",2,2,"1,141",TRUE,"5,305",6
2980 Terry Ave,93612,Apr-20,"260,000",4,2,"1,420",TRUE,"7,993",38
947 Carmelita Ave,93619,Apr-20,"467,000",4,3,"2,486",TRUE,"5,096",0
2098 Ellery Ave,93611,Apr-20,"410,000",3,2,"2,336",TRUE,"9,180",35
432 W Alamos Ave #4,93612,Apr-20,"112,500",2,1,840,TRUE,801,49
3680 Lansing Ave,93619,Apr-20,"319,500",3,2,"1,580",TRUE,"7,000",2
1709 N Osmun Ave,93619,Apr-20,"439,000",3,3,"2,031",TRUE,"7,039",14
3286 Carmelita Ave,93619,Apr-20,"329,000",3,1.75,"1,504",TRUE,"4,251",7
3350 E Via Montiano Ave,93619,Apr-20,"1,150,000",4,3.5,"4,000",TRUE,0.39 a,18
372 W Kelly Ave,93611,Apr-20,"292,000",3,2,"1,385",TRUE,"7,209",24
4102 Rialto Ave,93619,Apr-20,"325,000",3,2,"1,635",TRUE,"4,565",3
907 Joshua Ave,93611,Apr-20,-1,3,1.75,"1,470",TRUE,"7,971",32
1739 Ashcroft Ave,93611,Apr-20,"270,000",3,2,"1,136",TRUE,"7,623",35
897 Lemieux Ln,93619,Apr-20,"379,000",4,3,"2,140",TRUE,"5,995",14
1462 Mayflower Way,93612,Apr-20,"152,000",2,2,"1,066",TRUE,"1,489",39
153 W Pilgrim Ln,93612,Apr-20,"195,000",3,2.5,"1,507",TRUE,"1,289",36
588 Purdue Ave,93611,Apr-20,"215,500",3,1.75,"1,144",TRUE,"5,458",41
1863 Alluvial Ave,93611,Apr-20,-1,3,2,"1,577",TRUE,2.50 a,51
1117 Encino Ave,93619,Apr-20,"500,000",4,3,"3,537",TRUE,"6,838",4
3183 Norwich Ave,93619,Apr-20,"472,500",4,4,"3,109",TRUE,0.30 a,15
508 Carson Ave,93611,Apr-20,"399,000",3,2,"2,287",TRUE,0.26 a,16
242 W Kelly Ave,93611,Apr-20,"325,000",3,2,"1,620",TRUE,"5,998",24
2413 Twain Ave,93611,Apr-20,"365,000",3,2,"2,072",TRUE,"8,799",27
647 W Antonio Dr,93612,Apr-20,"245,000",3,1.75,"1,174",TRUE,"6,899",45
3071 Heritage Ave,93619,Apr-20,"402,000",3,2,"1,870",TRUE,"6,255",2021
3885 Hampton Way,93619,Apr-20,"333,000",4,1.5,"1,517",TRUE,"2,831",2
96 N Fairfax Ave,93612,Apr-20,"384,000",4,3,"2,122",TRUE,0.31 a,15
1647 Ezie Ave,93611,Apr-20,"280,500",3,2,"1,427",TRUE,"6,599",47
2255 Paul Ave,93611,Apr-20,"300,000",3,2,"1,435",TRUE,"7,659",35
8519 N Madsen Ave,93619,Apr-20,"420,000",3,3,"1,954",TRUE,2.29 a,35
1748 Alamos Ave,93611,Apr-20,"303,000",4,1.75,"1,570",TRUE,"6,899",43
18804 Auberry Rd,93619,Apr-20,-1,2,1,736,TRUE,2.83 a,71
5874 Amber Ave,93619,pr-20,"620,000",4,3,"2,469",TRUE,4.36 a,40
3356 Sanders Ave,93619,pr-20,"315,000",2,1.75,"1,308",TRUE,"6,599",3
3819 Mecca Ave,93619,pr-20,"339,000",3,2.5,"1,945",TRUE,"7,501",4
1924 Fairmont Ave,93611,pr-20,"385,000",3,2.5,"2,260",TRUE,"9,557",29
1724 Stanford Ave,93611,pr-20,-1,1,1.75,"1,427",FALSE,"8,102",46
8161 N Marion Ave,93619,pr-20,"760,000",4,3,"3,326",TRUE,1.99 a,33
2527 Deauville Cir,93619,pr-20,-1,6,3,"3,806",TRUE,"8,712",20
13617 Tollhouse Rd,93619,pr-20,"2,375,000",5,5,"5,541",TRUE,26.69 a,12
3832 Hannah Ln,93619,pr-20,"360,000",4,2,"1,855",TRUE,"4,791",2
472 W Houston Ave,93611,pr-20,"425,000",3,2,"1,946",TRUE,"9,184",22
3790 Salem Ln,93619,pr-20,-1,3,25,"1,623",TRUE,"3,963",12
3248 Junipero Ave,93619,pr-20,"391,990",4,3,"2,137",TRUE,"5,100",2021
871 Minarets Ave,93611,pr-20,"472,000",4,2,"2,497",TRUE,"8,250",28
1499 Chennault Ave,93611,pr-20,"306,000",3,2,"1,690",TRUE,"7,771",28
1797 Burl Ave,93611,pr-20,"311,000",3,2,"1,506",TRUE,"10,136",34
3489 Portals Ave,93619,pr-20,"385,000",4,3,"2,157",TRUE,"5,039",3
3358 Junipero Ave,93619,pr-20,"344,500",4,2,"1,870",TRUE,"4,486",0
3670 Buckingham Ave,93619,pr-20,"325,000",2,2,"1,504",TRUE,"6,534",4
3446 Robinwood Ave,93619,pr-20,"460,000",5,3.5,"3,243",TRUE,"5,941",2
2468 Sussex Way,93611,pr-20,"458,000",5,3,"3,288",TRUE,"9,374",25
2733 Heritage Ave,93619,pr-20,"1,170,000",4,4,"4,400",TRUE,1.80 a,38
2295 San Jose Ave,93611,pr-20,"320,000",3,2,"1,470",TRUE,"7,405",34
3023 Everglade Ave,93619,pr-20,"515,000",4,2,"2,526",TRUE,"8,542",15
2772 Sussex Ave,93611,pr-20,-1,4,2,"2,119",TRUE,"10,230",18
1112 Oxford Ave,93612,pr-20,"265,000",4,1.75,"1,342",TRUE,"6,599",60
365 W Goshen Ave,93611,pr-20,"465,000",4,3,"2,152",TRUE,"9,147",25
3885 Griffith Ave,93619,pr-20,"336,000",4,1,-1,TRUE,"3,049",2
12473 N Via Tuscania Ave,93619,pr-20,"1,400,000",5,4,"4,254",TRUE,0.47 a,4
1571 Portals Ave,93611,pr-20,"258,000",3,2,"1,328",TRUE,"6,969",44
3093 Hanson Ave,93611,pr-20,"450,000",4,3,"2,876",TRUE,"8,398",14
235 Pico Ave,93612,pr-20,"216,000",3,1.75,960,TRUE,"6,499",60
342 N Raphael Ln,93611,pr-20,"235,000",3,2,"1,472",TRUE,"1,393",10
321 W Paul Ave,93612,pr-20,"375,000",4,2.5,"2,820",TRUE,"9,748",29
2221 Jordan Ave,93611,pr-20,"490,000",4,3,"2,708",TRUE,"7,500",11
2602 Blackwood Ave,93619,pr-20,"415,000",5,3,"2,848",TRUE,"7,919",14
2228 Ezie Ave,93611,pr-20,"282,000",3,2,"1,271",TRUE,"6,499",43
1827 N Locan Ave,93619,pr-20,"567,500",3,2.75,"3,161",TRUE,2.39 a,41
9384 N Fowler Ave,93619,pr-20,"615,000",4,2,"2,848",TRUE,2.30 a,43
1645 Shirley Ave,93611,pr-20,"275,000",3,1.75,"1,453",TRUE,"9,365",47
1832 N Seville Ln,93619,pr-20,"290,000",2,2,"1,271",TRUE,"3,267",16
2966 Terry Ave,93612,pr-20,"275,000",3,1.75,"1,520",TRUE,"7,840",37
2967 Armstrong Ave,93611,pr-20,"330,000",3,2,"1,830",TRUE,0.54 a,56
594 Loyola Ave,93619,pr-20,"445,000",4,2,"2,290",TRUE,"8,712",16
4055 Griffith Ave,93619,Mar-20,"473,000",4,4,"2,880",TRUE,"6,708",0
2209 Whiteash Ave,93619,Mar-20,"360,000",3,2,"2,030",TRUE,"7,819",13
56 W Siena Ln,93619,Mar-20,"300,000",3,2.5,"1,546",TRUE,"3,036",17
1817 Polson Ave,93611,Mar-20,"321,500",3,2,"1,786",TRUE,-1,2021
5818 E Province Ave,93619,Mar-20,"1,300,000",4,4,"3,950",TRUE,2.00 a,23
109 W Ashcroft Ave,93612,Mar-20,"255,000",3,2,"1,144",TRUE,"6,534",48
2948 Villa Ave,93612,Mar-20,"295,000",3,2,"1,453",TRUE,"6,615",48
761 W Sierra Ave,93612,Mar-20,"290,000",3,2,"1,364",TRUE,0.37 a,49
3401 Wrenwood Ave,93619,Mar-20,"500,500",5,4,"3,243",TRUE,"10,062",0
4859 N Windward Way,93619,Mar-20,"395,000",3,1.75,"1,497",TRUE,"7,487",18
3117 Portland Ave,93619,Mar-20,"555,000",4,2.75,"2,496",TRUE,0.32 a,5
3207 Jasmine Ave,93611,Mar-20,"380,000",4,2,"2,363",TRUE,0.26 a,29
8500 E Shaw Ave,93619,Mar-20,-1,4,3,"3,348",TRUE,2.67 a,49
9207 N Burgan Ave,93619,Mar-20,"1,125,000",6,5,"5,054",TRUE,2.00 a,16
10889 E Swift Ave,93619,Mar-20,"370,000",4,3,"2,225",TRUE,"7,320",6
2302 Celeste Ave,93611,Mar-20,"360,000",4,3,"2,048",TRUE,"9,448",28
1692 Houston Ave,93611,Mar-20,"489,000",4,4,"2,510",TRUE,"9,583",18
1646 Barstow Ave,93611,Mar-20,"250,000",4,2,"1,578",TRUE,"7,580",45
1176 N Cherry Ln,93611,Mar-20,"525,000",4,3,"2,600",TRUE,0.28 a,20
476 W Alamos Ave #1,93612,Mar-20,"117,000",2,1,800,TRUE,740,49
5774 E Sussex Way,93727,Mar-20,"255,000",3,1.75,"1,224",TRUE,"8,084",58
10350 Mendocino Ave,93619,Mar-20,"780,000",4,2.5,"3,039",TRUE,19.45 a,23
496 W Alamos Ave #4,93612,Mar-20,"82,000",2,1,840,TRUE,784,49
129 W Indianapolis Ave,93612,Mar-20,"250,000",3,1.5,"1,268",TRUE,"6,677",48
1656 Barstow Ave,93611,Mar-20,"255,000",3,2,"1,268",TRUE,"7,318",45
1587 Bright Pl,93619,Mar-20,"280,000",3,3,"1,413",TRUE,"2,051",1
3073 Shirley Ave,93611,Mar-20,"250,000",3,2,"1,446",TRUE,"7,300",36
3645 Bellaire Ave,93619,Mar-20,"366,000",3,2.75,"1,833",TRUE,"6,403",4
3452 La Solana Ave,93619,Mar-20,-1,4,2.25,"1,870",TRUE,"4,486",5
1333 Johnson Ln,93619,Mar-20,"345,000",4,3,"1,797",TRUE,"4,508",4
1254 Royalty Way,93619,Mar-20,"280,000",3,2.5,"1,413",TRUE,"2,339",5
1279 Aristocracy Way,93619,Mar-20,"295,000",3,3,"1,648",TRUE,"2,178",5
1426 Beverly Cir,93611,Mar-20,"265,000",3,2,"1,427",TRUE,"5,850",45
2747 Twain Ave,93611,Mar-20,"350,000",4,2,"2,354",TRUE,"8,511",17
12695 Cumorah Dr,93619,Mar-20,"610,000",4,2,"2,653",TRUE,2.87 a,53
1976 N Joshua Ave,93619,Mar-20,"362,500",4,2,"1,634",TRUE,"6,181",18
1794 Ashcroft Ave,93611,Mar-20,"340,000",5,2.75,"2,365",TRUE,"7,548",35
25187 Auberry Rd,93619,Mar-20,-1,3,2.25,"1,751",TRUE,3.18 a,46
683 W Pico Ave,93612,Mar-20,"227,000",3,1.75,"1,146",TRUE,"6,551",51
195 Villa Ave,93612,Mar-20,"345,000",3,2,"1,596",TRUE,-1,2021
4070 Saginaw Ave,93619,Mar-20,"347,000",3,2,"1,598",TRUE,"6,359",0
4070 Saginaw Ave,93619,Mar-20,"347,000",3,2,"1,598",TRUE,"6,359",0
2644 Burlingame Ave,93611,Mar-20,"345,500",4,3,"2,247",TRUE,"7,261",26
16204 Deer Path Ln,93619,Mar-20,"897,000",3,3,"3,036",TRUE,20.02 a,31
3460 Griffith Ave,93619,Mar-20,"333,500",3,2,"1,870",TRUE,"4,499",5
3549 Integrity Way,93619,Mar-20,"272,000",3,2.5,"1,413",TRUE,-1,2021
282 Oxford Ave,93612,Mar-20,"125,000",2,1,864,TRUE,"7,318",67
12361 N Via Villa Rosa Ave,93619,Mar-20,"1,080,000",4,3,"3,341",TRUE,0.40 a,18
1725 Holly Ave,93611,Mar-20,"307,000",4,2,"1,528",TRUE,"7,840",34
406 Oxford Ave,93612,Mar-20,"510,000",3,2,"2,848",TRUE,0.26 a,88
25 Pico Ave,93612,Mar-20,"241,000",4,2,"1,764",TRUE,"6,298",59
1151 Holly Ave,93611,Mar-20,"355,000",3,2,"1,676",TRUE,0.34 a,33
2638 Ashcroft Ave,93611,Mar-20,"386,000",4,2,"2,046",TRUE,"8,001",16
1333 Pierce Dr,93612,Mar-20,"280,000",3,2,"1,629",TRUE,"7,701",43
550 W Alluvial Ave,93611,Mar-20,"310,000",3,2,"1,762",TRUE,"8,054",30
2924 E El Paso Ave,93720,Mar-20,"320,000",3,1.75,"1,507",TRUE,"6,481",15
1636 Renn Ave,93611,Mar-20,"270,000",3,2,"1,453",TRUE,15.91 a,47
923 Burlingame Ave,93612,Mar-20,"85,000",3,2,"1,428",TRUE,"6,899",30
364 W Chennault Ave,93611,Mar-20,"337,000",3,2,"1,740",TRUE,"5,998",23
3570 Taylor Ln,93619,Mar-20,"339,000",4,2.5,"1,797",TRUE,"4,996",4
1645 Fowler Ave,93611,Mar-20,"270,000",5,2,"1,938",TRUE,"7,435",47
2956 Bliss Ave,93611,Mar-20,"406,000",4,3,"2,705",TRUE,"8,851",20
1435 Miami Ave,93611,Mar-20,-1,3,2,"1,268",TRUE,"6,647",45
107 W National Ave,93612,Mar-20,"250,000",3,2,"1,268",TRUE,"6,534",48
642 W Stuart Ave,93612,Mar-20,"200,000",2,2,"1,320",TRUE,"2,238",38
1123 Lester Ave,93619,Mar-20,"435,500",3,2,"2,251",TRUE,"8,712",15
351 Lester Ave,93619,Mar-20,"589,000",3,3,"2,550",TRUE,"10,402",14
1408 Minarets Ave,93611,Mar-20,"286,000",2,2,"1,150",TRUE,"8,293",26
13893 E Teague Ave,93619,Mar-20,"542,000",4,3,"2,242",TRUE,19.77 a,45
3044 Adler Ave,93612,Mar-20,"204,500",4,2,"1,653",TRUE,"5,998",43
1964 N Perry Ave,93619,Mar-20,"430,000",4,3,"2,945",TRUE,"6,834",12
3555 Integrity Way,93619,Mar-20,"259,000",3,3,"1,212",TRUE,"2,051",4
4199 N Quail Xing,93619,Mar-20,"510,000",5,4,"3,753",TRUE,"10,201",6
1725 Burgan Ave,93611,Mar-20,"290,000",3,2,"1,453",TRUE,"8,799",46
861 Minarets Ave,93611,Mar-20,"340,000",3,2,"1,943",TRUE,"8,276",28
12592 Auberry Rd,93619,Mar-20,"765,000",4,3,"2,444",TRUE,2.88 a,42
2223 Sylmar Ave #1,93612,Mar-20,-1,2,1,810,TRUE,740,49
2213 Hanson Ave,93611,Mar-20,"295,000",3,2,"1,564",TRUE,"5,662",20
1174 N Orangewood Ave,93611,Mar-20,"695,000",5,3.5,"3,893",TRUE,"10,149",17
963 Rosebrook Dr,93612,Mar-20,"212,000",3,1,912,TRUE,"5,898",64
77 N Pollasky Ave,93612,Mar-20,"85,000",3,1,990,TRUE,"5,967",65
3876 Bellaire Ave,93619,Mar-20,"336,000",3,2,"1,702",TRUE,"3,550",4
2722 Poe Ave,93611,Mar-20,"545,000",5,3,"3,863",TRUE,0.31 a,16
1345 Robinson Ave,93612,Mar-20,-1,3,2,"1,389",TRUE,"6,490",34
1136 Carmelita Ave,93619,Mar-20,"419,000",4,4,"2,400",TRUE,"4,950",0
3076 Portals Ave,93619,Mar-20,"495,000",5,4,"3,331",TRUE,"8,822",6
2582 Bellaire Way,93611,Mar-20,"419,891",4,3.25,"2,600",TRUE,"10,193",23
422 Whittier Ave,93611,Mar-20,"260,000",3,2,"1,373",TRUE,"7,801",43
2288 Sunnyside Ave,93611,Mar-20,"297,000",4,2,"1,628",TRUE,"7,344",42
2793 Quincy Ave,93619,Mar-20,"568,000",5,3,"3,150",TRUE,"10,624",16
1891 Escalon Ave,93611,Mar-20,"327,500",4,2,"1,874",TRUE,"7,405",43
588 W Mitchell Ave,93612,Mar-20,"248,000",3,1.75,"1,398",TRUE,"6,359",60
1541 Herring Ln,93619,Mar-20,"330,000",3,2,"1,559",TRUE,-1,2021
3223 Monviso Ln,93619,Mar-20,"280,000",2,2.5,"1,470",TRUE,"2,304",7
2667 Austin Ave,93611,Mar-20,"410,000",4,3,"2,616",TRUE,"9,230",19
2820 Claremont Ave,93611,Mar-20,"323,000",3,2,"1,554",TRUE,0.26 a,40
1958 Swift Ave,93611,Mar-20,"357,500",3,1.75,"1,622",TRUE,"8,581",35
821 W Alamos Ave,93612,Mar-20,"65,000",2,1,884,TRUE,"5,967",59
10024 E Bullard Ave,93619,Mar-20,"510,000",4,2,"2,031",TRUE,2.09 a,17
835 Purdue Ave,93611,Mar-20,-1,3,2,"1,526",TRUE,"6,534",45
2934 Twain Ave,93611,Mar-20,"340,000",3,2,"1,703",TRUE,"7,405",17
223 Evergreen Ave,93611,Mar-20,"345,000",3,1,-1,TRUE,"8,276",30
5397 N McCall Ave,93619,Mar-20,"620,000",4,3,"2,872",TRUE,2.35 a,46
234 W Sierra Ave,93612,Mar-20,"440,000",4,2.5,"2,000",TRUE,0.28 a,38
619 W Mitchell Ave,93612,Mar-20,-1,3,1.5,"1,050",TRUE,0.29 a,60
975 W National Ave,93612,Mar-20,"240,000",3,2,"1,244",TRUE,"6,120",50
1254 Griffith Ave,93612,Mar-20,"240,000",3,2,"1,664",TRUE,"6,534",34
1547 Bedford Ave,93611,Mar-20,"305,000",3,1.75,"1,360",TRUE,"7,405",25
287 N Bianchi Ave,93612,ar-20,"300,000",4,3,"1,840",TRUE,"8,030",16
953 N Adler Ave,93611,ar-20,"378,000",3,2.5,"1,850",TRUE,"8,772",30
189 W Holland Ave,93612,ar-20,"255,000",4,2,"1,522",TRUE,"6,677",48
1165 Woodworth Ave,93612,ar-20,"339,000",4,1,-1,TRUE,0.26 a,71
8409 Chickadee Ln,93619,ar-20,"446,500",3,2,"1,739",TRUE,2.60 a,45
185 N Wathen Ave,93611,ar-20,"280,000",3,2,"1,314",TRUE,"4,861",18
3915 Harlan Ranch Blvd,93619,ar-20,"300,000",3,2.75,"1,372",TRUE,"2,482",12
3068 Magnolia Ave,93611,ar-20,"505,500",5,3,"2,866",TRUE,-1,2021
3453 Del Monte Ave,93619,ar-20,"335,000",4,2.5,"1,945",TRUE,"3,049",2
3587 Luminary Way,93619,ar-20,"308,000",3,2,"1,344",TRUE,"3,397",6
7861 E Herndon Ave,93619,ar-20,"430,000",3,3,"2,253",TRUE,1.45 a,60
1662 Houston Ave,93611,ar-20,"420,000",3,3,"2,133",TRUE,"8,712",18
1374 N Kaweah Ave,93619,ar-20,"570,000",4,3,"2,496",TRUE,"8,712",4
1016 Lindsay Ln,93619,ar-20,-1,3,2,"1,855",TRUE,-1,2021
3704 Savant Ln,93619,ar-20,"294,000",3,3,"1,658",TRUE,"2,178",2
964 W Fairmont Ave,93612,ar-20,-1,2,1,884,TRUE,"6,185",59
3516 Carmelita Ave,93619,ar-20,"315,000",3,2,"1,580",TRUE,"4,499",6
